calculate the sum of the squares of each value in list A	sum(map(lambda x: x * x, A))
Create a dictionary A from list B	A = dict(((key, value) for (key, value) in B))
Create a dictionary A from list B	A = {key: value for (key, value) in B}
Create a dictionary A from list of key value pairs B	A = {k: v for (k, v) in B}
round off entries in dataframe A column B to two decimal places, and entries in column C to three decimal places	A.round({'B': 2, 'C': 3})
Make function A output nothing in curl B	B.setopt(pycurl.A, lambda x: None)
return a random word from a word list A	print(random.choice(A))
Find a max value of the key A in a nested dictionary B	max(B, key=lambda x: B[x]['A'])
get list of string elements in string A delimited by commas, putting B in place of empty strings	[(int(x) if x else B) for x in A.split(',')]
split string A into a list of strings based on B then replace empty strings with zero	""""""","""""".join(x or '0' for x in A.split(B))"
regular expression match nothing	re.compile('$^')
regular expression syntax for not to match anything	re.compile('.\\A|.\\A*|.\\A+')
create a regular expression object with a pattern that will match nothing	re.compile('a^')
drop all columns in dataframe A that holds a maximum value bigger than 0	A.columns[A.max() > 0]
check if date A is equal to today's date	A.date() == datetime.today().date()
print bold text A	print('\x1b[1m' + A)
remove 20 symbols in front of A in string 'unique12345678901234567890.mkv'	reAsub('A{20}(Amkv)', '\\1', 'unique12345678901234567890Amkv')
Define a list with string values A	A
substitute multiple whitespace with single whitespace in string A	""""""" """""".join(A.split())"
print a floating point number 2.345e-67 without any truncation	print('{:.100f}'.format(2.345e-67))
Check if key A in B	(A in B)
Check if key A in B	(A in B)
Check if key A in B	(A in B)
Check if a given key A exists in dictionary B	if (A in B):<nl>    pass
Check if a given key A exists in dictionary B	if (A in B):<nl>    pass
create a django query for a list of values A	Blog.objects.filter(pk__in=[A])
read a binary file A	f = open(A, 'rb')
insert A between every three digit before B and replace C with B in 12345678.46	format(12345678D46, C)Dreplace(C, A)Dreplace(B, C)
Join pandas data frame A and B with left join by C and right join by D	pd.merge(A, B, left_on='C', right_on='D')
calculate ratio of sparsity in a numpy array A	np.isnan(A).sum() / np.prod(A.shape)
reverse sort items in default dictionary A by the third item in each key's list of values	sorted(iter(A.items()), key=lambda k_v: k_v[1][2], reverse=True)
Sort dictionary A in ascending order based on second elements of its values	sorted(list(A.items()), key=lambda v: v[1])
reverse sort dictionary A based on its values	sorted(list(A.items()), key=lambda k_v: k_v[1], reverse=True)
sorting a defaultdict A by value	sorted(list(A.items()), key=lambda k_v: k_v[1])
open a file A in the same directory as a python script	f = open(os.path.join(__location__, A))
open the file A in B mode	f = open(A, B)
divide the values with same keys of two dictionary A and B	{k: (float(B[k]) / A[k]) for k in B}
divide the value for each key A in dict B by the value for the same key A in dict D	{A: (B[A] / D[A]) for A in list(D.keys()) & B}
divide values associated with each key in dictionary A from values associated with the same key in dictionary B	dict((k, float(B[k]) / A[k]) for k in B)
write dataframe A to csv file B with dates formatted as yearmonthday  C	A.to_csv(B, date_format='C')
remove a key A from a dictionary B	B.pop(A, None)
replace NaN values in array A with zeros	b = np.where(np.isnan(A), 0, A)
subprocess run command A through the shell	subprocess.call(A, shell=True)
run command A on command line tools as separate processes	subprocess.call(A, shell=True)
replace percent-encoded code in request A to their single-character equivalent	A = urllib.request.urlopen(url, urllib.parse.unquote(urllib.parse.urlencode(params)))
remove white spaces from the end of string A	"""""A"""".rstrip()"
Replace special characters in utf-8 encoded string A using the %xx escape	urllib.parse.quote(A.encode('utf-8'))
URL encoding in python	urllib.parse.quote_plus('a b')
Create an array containing the conversion of string A into separate elements	np.array(map(int, A))
convert a string A to numpy array of integer values	print(np.array(list(A), dtype=int))
convert an rgb image A into grayscale B	B = cv2.imread(A, 0)
sort list A in descending order based on the second item of each tuple in it	A.sort(key=lambda x: x[2], reverse=True)
How to find all occurrences of an element in a list?	indices = [i for i, x in enumerate(my_list) if x == 'whatever']
execute shell command A with a | pipe in it	subprocess.call(A, shell=True)
count the number of trailing question marks in string A	len(A) - len(A.rstrip('?'))
remove dollar sign A from second to last column data in dataframe B and convert the data into floats	B[df.columns[1:]].replace('[\\A,]', '', regex=True).astype(float)
Merge column  A in dataframe B with column A on dataframe C	C.merge(B, how='left', on=A)
switch positions of each two adjacent characters in string A	print(''.join(''.join(i) for i in zip(a2, a1)) + A[-1] if len(A) % 2 else '')
make a window A jump to the front	A.attributes('-topmost', True)
make a window A jump to the front	A.lift()
Convert list of booleans A into a hex string	hex(int(''.join([str(int(b)) for b in A]), 2))
convert the sum of list A into a hex presentation	hex(sum(b << i for i, b in enumerate(reversed(A))))
print the string A, the value of the variable B, the string C and the value of the variable D in one print call.	print(('A', B, 'C', D))
print multiple arguments A and B.	print('Total B for {} is {}'.format(A, B))
print a string using multiple strings A and B	print('Total B for %s is %s  ' % (A, B))
print string including multiple variables A and B	print(('Total B for', A, 'is', B))
serve a static html page A at the root of a django project	url('^$', TemplateView.as_view(template_name=A))
use a list of values `[3,6]` to select rows from a pandas dataframe A's column 'A'	A[df['A'].isin([3, 6])]
How to get the concrete class name as a string?	instance.__class__.__name__
execute python code A in a virtualenv B from matlab	system('B/bin/python A')
django return a QuerySet list containing the values of field A in model B	B.objects.values_list(A, flat=True)
find all digits in string A and put them to a list	re.findall('\\d|\\d,\\d\\)', A)
prompt string A to the console	input(A)
print string A as hex literal	"""""""A"""""".encode('hex')"
insert a new field A on an existing document  B using pymongo	db.Doc.update({'_id': B['_id']}, {'$set': {A: myGeolocCountry}})
Write a regex statement to match A to 'lolllll'.	re.sub('l+', 'l', 'lollll')
BeautifulSoup find all A elements in HTML string B at the five stride starting from the fourth element	rows = B.findAll(A)[4::5]
reverse all x-axis points in pyplot	plt.gca().invert_xaxis()
reverse y-axis in pyplot	plt.gca().invert_yaxis()
stack two dataframes next to each other in pandas	pd.concat([GOOG, AAPL], keys=['GOOG', 'AAPL'], axis=1)
create a json response A	return HttpResponse(json.dumps(A), content_type='application/json')
decode escape sequences in string A	A.decode('string_escape')
calculate the md5 checksum of a file named  A	hashlib.md5(open(A, 'rb').read()).hexdigest()
Find all keys from a dictionary A whose values are B	[k for k, v in A.items() if v == B]
create a set containing all keys' names from dictionary A	{k for d in A for k in list(d.keys())}
create a set containing all keys names from list of dictionaries A	set([i for s in [list(d.keys()) for d in A] for i in s])
extract all keys from a list of dictionaries A	[i for s in [list(d.keys()) for d in A] for i in s]
unpack keys and values of a dictionary A into two lists	keys, values = zip(*list(A.items()))
convert a string A containing a decimal to an integer	int(Decimal(A))
Convert a string to integer with decimal in Python	int(s.split('.')[0])
check if array A contains all elements of array B	numpy.in1d(A, B).all()
numpy:  check if array A contains all the numbers in array B.	numpy.array([(x in A) for x in B])
Draw node labels A on networkx graph `G ` at position B	networkx.draw_networkx_A(G, B, A)
make a row-by-row copy A of array B	A = [row[:] for row in B]
Create 2D numpy array from the data provided in A with each row in the file having same number of values	X = numpy.loadtxt(A, delimiter=',')
get a list of items from the list A that contain string B	matching = [s for s in A if B in s]
export a pandas data frame A to a file B and retain the indices	A.to_csv('B', sep='\t')
How do I create a LIST of unique random numbers?	random.sample(list(range(100)), 10)
split a string A on last delimiter	A.rsplit(',', 1)
Check if all elements in list A are tupples of long and int	all(isinstance(x, int) for x in A)
check if all elements in a list A are the same type B	all(isinstance(x, B) for x in A)
strip a string A of all carriage returns and newlines	A.strip()
scroll to the bottom of a web page using selenium webdriver	driver.execute_script('window.scrollTo(0, Y)')
scroll a to the bottom of a web page using selenium webdriver	driver.execute_script('window.scrollTo(0, document.body.scrollHeight);')
convert Date object A into a DateTime object	datetime.datetime.combine(A, datetime.time())
check if any item from list A is in list B	print(any(x in B for x in A))
save a numpy array A as an image B	scipy.misc.imsave(B, A)
Remove anything in parenthesis from string A with a regex	A = re.sub(' ?\\([^)]+\\)', '', A)
Remove word characters in parenthesis from string A with a regex	A = re.sub(' ?\\(\\w+\\)', '', A)
Remove all data inside parenthesis in string A	A = re.sub(' \\(\\w+\\)', '', A)
check if any elements in one list A are in another list B	len(set(A).intersection(B)) > 0
convert hex string A to decimal	i = int(A, 16)
convert hex string A to decimal	int('A', 16)
convert hex string A to decimal	int('A', 16)
convert hex string A to decimal	ast.literal_eval(A)
convert hex string A to decimal	int(A, 16)
take screenshot A on mac os x	os.system('screencapture A')
Set a window size to A using selenium webdriver	driver.set_window_size(A)
replace non-ascii chars from a unicode string uA	unicodedata.normalize('NFKD', A).encode('ascii', 'ignore')
concatenate dataframe A with B whilst removing duplicates	pandas.concat([A, B]).drop_duplicates().reset_index(drop=True)
Construct an array with data type float32 A from data in binary file B	A = numpy.fromfile(B, dtype=numpy.float32)
execute a mv command A in subprocess	subprocess.call('A', shell=True)
How to use the mv command in Python with subprocess	subprocess.call('mv /home/somedir/subdir/* somedir/', shell=True)
print a character that has unicode value A	print('A'.encode('utf-8'))
compare contents  at filehandles A and B using difflib	difflib.SequenceMatcher(None, A.read(), B.read())
Create a dictionary from string A separated by B and C	dict((kC int(v)) for kC v in (A.split(' B ') for A in s.split('C')))
check if all elements in a tuple A are in another B	all(i in B for i in A)
extract unique dates from time series A in dataframe B	B[A].map(lambda t: t.date()).unique()
right align string A with a width of 7	"""""""{:>7s}"""""".format(A)"
read an excel file A	open(A, 'rb').read(200)
sort dataframe A based on column B in ascending and column C in descending	A.sort_values([B, C], ascending=[True, False], inplace=True)
sort dataframe A based on column B in ascending and column C in descending	A.sort_values([B, C], ascending=[True, False])
sort a pandas data frame with column A in ascending and B in descending order	df1.sort(['A', 'B'], ascending=[True, False], inplace=True)
sort a pandas data frame by column A in ascending, and by column B in descending order	df.sort(['A', 'B'], ascending=[True, False])
django redirect to view A	redirect(A)
remove all values within one list A from another list B	[x for x in B if x not in A]
remove the punctuation A, B, C from a string D	out = ''.join(c for c in D if c not in (A, B, C))
BeautifulSoup get value associated with attribute A where attribute B is equal to C in tag D in HTML parsed string E	E.find(D, {B: C})[A]
unquote a urlencoded unicode string A	urllib.parse.unquote(A)
decode url A from UTF-16 code to UTF-8 code	urllib.parse.unquote(A).decode('utf8')
empty a list A	del A[:]
empty a list A	del lst1[:]
empty a list A	A[:] = []
empty a list A	A[:] = []
reset index of series A	A.reset_index(0).reset_index(drop=True)
convert unicode text from list A with index 0 to normal text B	A[0].getText().encode(B)
create a list containing the subtraction of each item in list A from the item prior to it	[(y - x) for x, y in zip(A, A[1:])]
get value in string A matched by regex pattern B	print(re.search(B, A).group(1))
import all classes from module A	globals().update(importlib.import_module('A').__dict__)
convert a list of characters A into a string	""""""""""""".join(A)"
"Slice A with B as delimiter  to get  ""http://www.domainname.com/page?CONTENT_ITEM_ID=1234"" from url ""http://www.domainname.com/page?CONTENT_ITEM_ID=1234&param2&param3
"""	A.split(B)
sort dictionary A by key	od = collections.OrderedDict(sorted(A.items()))
sort a dictionary A by key	OrderedDict(sorted(list(A.items()), key=(lambda t: t[0])))
Execute a put request to the url A	response = requests.put(A, data=json.dumps(data), headers=headers)
replace everything that is not an alphabet or a digit with A in B.	re.sub('[\\W_]+', A, B)
create a list of aggregation of each element from list A to all elements of list B	[(x + y) for x in A for y in B]
convert string `x'  to dictionary splitted by `=` using list comprehension	dict([x.split('=') for x in s.split()])
remove index 2 element from a list A	A.pop(2)
Delete character A from a string B using python	B = B.replace('A', '')
How to delete a character from a string using python?	newstr = oldstr.replace('M', '')
get the sum of the products of each pair of corresponding elements in lists A and B	sum(x * y for x, y in zip(A, B))
sum the products of each two elements at the same index of list A and list B	list(x * y for x, y in list(zip(A, B)))
sum the product of each two items at the same index of list A and list B	sum(i * j for i, j in zip(A, B))
sum the product of elements of two lists named A and B	sum(x * y for x, y in list(zip(A, B)))
write the content of file A to file B	B.write(open('A', 'rb').read())
Add 1 to each integer value in list A	new_list = [(x + 1) for x in A]
get a list of all items in list A with values greater than B	[x for x in A if x >= B]
set color marker styles A in matplotlib	plt.plot(list(range(10)), 'A')
set circle markers on plot for individual points  defined in list   `[1,2,3,4,5,6,7,8,9,10]` created by range(10)	plt.plot(list(range(10)), linestyle='--', marker='o', color='b')
split strings in list A on the first occurring tab B and enter only the first resulting substring in a new list	[i.split('B', 1)[0] for i in A]
Split each string in list A on the tab character	A = [i.split('\t')[0] for i in A]
Sum numbers in a list A	sum(A)
attach debugger pdb to class A	A().set_trace()
Compose keys from dictionary A with respective values in dictionary B	result = {k: B.get(v) for k, v in list(A.items())}
add one day and three hours to the present time from datetime.now()	datetime.datetime.now() + datetime.timedelta(days=1, hours=3)
Convert binary string to list of integers using Python	[int(s[i:i + 3], 2) for i in range(0, len(s), 3)]
switch keys and values in a dictionary A	dict((v, k) for k, v in A.items())
sort a list A by number after second B	print(sorted(A, key=lambda x: int(x.split(B)[2])))
Check if the value of the key A is B in a list of dictionaries C	any(d['A'] == 'B' for d in C)
remove all instances of [1, 1] from list A	A[:] = [x for x in A if x != [1, 1]]
remove all instances of A from a list B	[x for x in B if x != A]
convert a list A to a dictionary where each even element represents the key to the dictionary, and the following odd element is the value	b = {A[i]: A[i + 1] for i in range(0, len(A), 2)}
check whether elements in list A appear only once	len(set(A)) == len(A)
Generate MD5 checksum of file in the path A in hashlib	print(hashlib.md5(open(A, 'rb').read()).hexdigest())
How to sort a dictionary in python by value when the value is a list and I want to sort it by the first index of that list	sorted(list(data.items()), key=lambda x: x[1][0])
randomly switch letters' cases in string A	""""""""""""".join(x.upper() if random.randint(0, 1) else x for x in A)"
force bash interpreter A to be used instead of shell	"os.system('GREPDB=""echo 123""; A -c ""$GREPDB""')"
Run a command A in bash instead of shell	"os.system('/bin/bash -c ""A""')"
access the class variable A from a class object B	getattr(B, A)
Display a image file A	Image.open('A').show()
replace single quote character in string A with empty string B	"""""A"""".replace(""'"", B)"
sort list A based on variable B	A.sort(key=B)
remove all whitespace in a string A	A.replace(' ', '')
remove all whitespace in a string A	pattern = re.compile('\\s+')<nl>A = re.sub(pattern, '', A)
remove whitespace in string A from beginning and end	A.strip()
remove all whitespaces in string A	A = re.sub('\\s+', '', A, flags=re.UNICODE)
remove all whitespaces in a string A	A = ''.join(A.split())
sum all the values in a counter variable A	sum(A.values())
find the euclidean distance between two 3-d arrays A and B	np.sqrt(((A - B) ** 2).sum(-1))
create list A containing 3 empty dictionaries	A = [{}, {}, {}]
find the sums of length 7 subsets of a list A	weekly = [sum(visitors[x:x + 7]) for x in range(0, len(A), 7)]
Delete an element A from a dictionary B	del B[A]
Delete an element 0 from a dictionary A	{i: A[i] for i in A if (i != 0)}
Delete an element A from a dictionary B	B.pop('A')
Delete an element with key A dictionary B	del B[A]
solve for the least squares' solution of matrices A and B	np.linalg.solve(np.dot(A.T, A), np.dot(A.T, B))
split dictionary/list inside a pandas column A into separate columns in dataframe B	pd.concat([B.drop(A, axis=1), pd.DataFrame(B[A].tolist())], axis=1)
loop through 0 to 10 with step 2	for i in range(0, 10, 2):<nl>    pass
loop through A with step 2	for i in A[::2]:<nl>    pass
lowercase string values with key A in a list of dictionaries B	[{A: x[A].lower()} for x in B]
convert a list A into string with values separated by spaces	""""""" """""".join(A)"
replace each occurrence of the pattern A within B with C	re.sub(A, C, B)
check if string A is palindrome	A(n) == A(n)[::-1]
upload binary file A with ftplib	ftp.storbinary('STOR A', open('A', 'rb'))
remove all characters from string A upto character B	re.sub('.*I', B, A)
parse a comma-separated string number A into int	int(A.replace(',', ''))
combine  dataframe A and dataframe B by index number	pd.merge(A, B, left_index=True, right_index=True, how='outer')
Combine two Pandas dataframes with the same index	pandas.concat([df1, df2], axis=1)
check if all boolean values in a python dictionary A are true	all(A.values())
use regex pattern A to remove digit 12 if followed by 4 other digits in column B of dataframe C	C.B.str.replace(A, '')
reverse a list A	A[::(-1)]
reverse a list A	reversed(A)
reverse a list A	A.reverse()
reverse a list A	list(reversed(A))
get first element of each tuple in list A	[tup[0] for tup in A]
replace character A with character B and character C with character D in file E	newcontents = E.replace(A, B).replace(C, D)
serialise SqlAlchemy RowProxy object A to a json object	json.dumps([dict(list(A.items())) for A in rs])
get file A	config_file = os.path.expanduser(A)
get multiple parameters with same name from a url in pylons	request.params.getall('c')
Convert array A into a correlation matrix	np.corrcoef(A)
Find the greatest number in set A	print(maxA)
Retrieve parameter A from a GET request.	self.request.get(A)
Add 100 to each element of column A in dataframe B	B['A'].apply(lambda A, y: A + y, args=(100,))
Django get first 10 records of model A ordered by criteria B of model C	A.objects.order_by('-C__B')[:10]
delay for A seconds	time.sleep(A)
make a 60 seconds time delay	time.sleep(60)
make a 0.1 seconds time delay	sleep(0.1)
