棒グラフをサーモン色で描画する	plt.bar(データ列x, データ列y, color='salmon')
折れ線グラフを淡いピンク色色で描画する	plt.plot(データ列x, データ列y, color='lightpink')
ヒストグラムをスラグレー色で描画する	plt.hist(データ列, color='slategray')
文字列の末尾から改行を除く	s.rstrip('\n')
二つの列のカテゴリによってデータフレームをグループ化する	df.groupby(['列A', '列B'])
配列のn次モーメント	scipy.stats.moment(配列, moment=n)
散布図の左三角マーカーの色を変える	plt.scatter(データ列x, データ列y, marker='<', markerfacecolor='#800080')
option: スキップする列番号をnamesで指定する	skiprows = names
折れ線グラフの色をライトスチールブルーに設定する	plt.plot(データ列x, データ列y, color='lightsteelblue')
棒グラフの色をデピンクにする	plt.bar(データ列x, データ列y, color='deeppink')
データフレームの列を並べて箱髭図にする	plt.boxplot([df['カラム'], df['カラム']])
散布図をサドルブラウン色で描画する	plt.scatter(データ列x, データ列y, color='saddlebrown')
ラジアンの角度を求める	math.degrees(x)
実数の三乗	x ** 3
データ列の推移を折れ線グラフで可視化する	plt.plot(range(len(データ列)), データ列)
ヒストグラムをダークシアン色で描画する	plt.hist(データ列, color='darkcyan')
実数の常用対数	math.log10(x)
折れ線グラフをサンディーブラウン色を用いて描画する	plt.plot(データ列x, データ列y, color='sandybrown')
列を2回あわせたデカルト積	itertools.product(iterable, repeat=2)
option: セパレータをコロンにする	sep = ':'
オレンジにヒストグラムの色を変更する	plt.hist(データ列, color='orange')
折れ線グラフのダイアモンド印を赤くする	plt.plot(データ列x, データ列y, marker='D', markerfacecolor='r')
棒グラフをライム色で描画する	plt.bar(データ列x, データ列y, color='lime')
スノーにヒストグラムの色を設定する	plt.hist(データ列, color='snow')
散布図を深紅色として描画する	plt.scatter(データ列x, データ列y, color='crimson')
折れ線グラフに黒いクロスマーカーを描画する	plt.plot(データ列x, データ列y, marker='x', markerfacecolor='k')
データフレームの指定したカラムの欠損値を最大値に設定する	df['列A'].fillna(df['列A'].max())
ミッドナイトブルー色の散布図を描画する	plt.scatter(データ列x, データ列y, color='midnightblue')
オブジェクトのメモリビューを見る	memoryview(obj)
オブジェクトのイテレータ	iter(obj)
折れ線グラフの色をペルーに指定する	plt.plot(データ列x, データ列y, color='peru')
ふたつの関係が上位集合もしくは等しいか確認する	aSet > aSet2
ヒストグラムの色をターコイズにセットする	plt.hist(データ列, color='turquoise')
バイオレット色の棒グラフを描画する	plt.bar(データ列x, データ列y, color='violet')
データフレームをグループ化し、ある列に対し合計を求める	df.groupby('列A')['列B'].sum()
データフレームのインデックスの名前を全て付け直す	df.rename(index={x: y})
マゼンタ色のヒストグラムを描画する	plt.hist(データ列, color='magenta')
文字列の開始位置からと終了位置までの間に部分文字列が含まれないか	s.find(sub, start, end) == -1
ヒストグラムの色を黄色に変更する	plt.hist(データ列, color='yellow')
横棒グラフをアクア色で描画する	plt.barh(データ列x, データ列y, color='aqua')
エポック秒を日付時刻に変換する	datetime.datetime.fromtimestamp(timestamp)
ライトブルー色の線グラフを描画する	plt.plot(データ列x, データ列y, color='lightblue')
あるカラムの中の欠損値の合計を数える	df['列A'].isna().sum()
散布図をドジャーブルー色で描画する	plt.scatter(データ列x, データ列y, color='dodgerblue')
データシリーズを千の位で四捨五入して、整数型にする	ds.round(-3).astype(int)
組は全て真か調べる	all(aTuple)
棒グラフをプラム色で描画する	plt.bar(データ列x, データ列y, color='plum')
セパレータで文字列を分割して、文字列リストに変換する	s.split(sep)
ValueMapでデータフレームの値をまとめて置換する	df.replace(ValueMap)
ベクトルから重複を除いた行列を作る	np.unique(aArray)
nがn2で割り切れるかテストする	n % n2 == 0
折れ線グラフのマーカーを菱形にする	plt.plot(データ列x, データ列y, marker='D')
本日のタイムスタンプを算出する	datetime.datetime.now()
文字列を部分文字列を用いて二分する	s.partition(sub)
横棒グラフの色をロージーブラウンにする	plt.barh(データ列x, データ列y, color='rosybrown')
中央値でデータ列をビン分割する	pd.qcut(ds, 2)
散布図に赤い大バツ印を描画する	plt.scatter(データ列x, データ列y, marker='X', markerfacecolor='r')
イテラブルをダミー変数に変換する	pd.get_dummies(iterable)
データ列を等量でビン数nでビン分割する	pd.qcut(ds, n)
正規表現にマッチした文字列を新しい文字列で置き換える	re.sub(pattern, newsub, s)
option: グラフの色をサーモンに変更する	color = 'salmon'
option: エンコーディングをUTF8に設定する	encoding = 'utf-8'
棒プロットの横幅を調整する	plt.bar(ラベル列, データ列, width=0.5)
option: 淡いピンク色色を使う	color = 'lightpink'
2つの数値をプリントする	print(value, value2)
option: 最初のカラムをインデックスに設定する	index_col = 0
データフレームからカテゴリデータの列名の一覧を求める	df.select_dtypes('object').columns
辞書のキー一覧	list(aDict)
option: 平均を加える	showmeans = False
オプションで、ファイルを用いる	file = sys.open(filename, 'w')
数列とリストについて散布図を描画してマーカーを右三角に設定する	plt.plot(データ列x, データ列y, marker='>')
option: レモンシフォンを用いる	color = 'lemonchiffon'
赤い破線としてデータ列の推移を描く	plt.plot(データ列x, データ列y, linestyle='dashed', color='r')
ヒストグラムの色をリネンに設定する	plt.hist(データ列, color='linen')
データフレーム中の欠損値をドロップし、みる	df.dropna()
カラーバーを描画する	plt.colorbar()
最後の項目を辞書からポップする	aDict.popitem()
指定したカラムのNaNをxに指定する	df['列A'].fillna(x)
タイムスタンプデータがタイムスタンプデータより前かどうか調べる	aDatetime < aDatetime2
ライトスレイグレー色の折れ線グラフを描画する	plt.plot(データ列x, データ列y, color='lightslategrey')
ラベンダーブラッシュ色で散布図を描画する	plt.scatter(データ列x, データ列y, color='lavenderblush')
イテラブルとイテラブルの散布図にrgbの▽マーカーを描画する	plt.plot(データ列x, データ列y, marker='v', c=rgb)
折れ線グラフをコーンフラワーブルー色として描画する	plt.plot(データ列x, データ列y, color='cornflowerblue')
リストをコピーする	aList.copy()
部分文字列が文字列の終了位置より前に含まれない	s.find(sub, 0, end) == -1
要素は集合の要素	element in aSet
予測値とデータの離れ具合を描画する	sns.residplot(x='列名', y='列名', data=df)
散布図の色をシアンにする	plt.scatter(データ列x, データ列y, color='cyan')
ヒストグラムをミディアムバイオレットレッド色で描画する	plt.hist(データ列, color='mediumvioletred')
データフレームを指定した列の値によってグループ化して、列挙する	[(name, group_df) for name, group_df in df.groupby('列A')]
等差数列から乱数を生成する	random.randrange(start, end, step)
ヒストグラムの色をサンディーブラウンに設定する	plt.hist(データ列, color='sandybrown')
ヒストグラムで配列を可視化する	plt.hist(データ列)
横棒グラフを描いて棒の縦幅を調整する	plt.barh(ラベル列, データ列, width=0.5)
棒グラフの色をスプリンググリーンにする	plt.bar(データ列x, データ列y, color='springgreen')
散布図にrgbの右三角マーカーを使う	plt.plot(データ列x, データ列y, marker='>', c=rgb)
データフレームのインデックスの名前を一度に付け直す	df.rename(index={x: y})
横棒グラフをライトスレイグレー色として描画する	plt.barh(データ列x, データ列y, color='lightslategrey')
符号なしでnをバイナリに変換する	n.to_bytes(length=bytesize, byteorder='big')
ヒストグラムをライトシアン色で描画する	plt.hist(データ列, color='lightcyan')
ヒストグラムベースの勾配ブースティング分類木を作る	model = sklearn.ensemble.HistGradientBoostingClassifier()
ファイルを追加モードでオープンして]、fとする	f = open(filepath, mode='a')
オーキッド色の横棒グラフを描画する	plt.barh(データ列x, データ列y, color='orchid')
配列に列を続ける	itertools.chain(iterable, iterable2)
option: エンコーディングをSJISに変更する	encoding = 'shift_jis'
セットから任意の要素を取り出す	aSet.pop()
あるカラムの文字列に部分文字列が含まれる行を抽出する	df[df['列A'].str.contains(部分文字列)]
指定したカラムが正規分布からどの程度尖っているか見る	df['列A'].skew()
ふたつの集合の対称差集合	aSet.symmetric_difference(aSet2)
option: スプリンググリーンに色を変更する	color = 'springgreen'
棒グラフをライトコーラル色で描画する	plt.bar(データ列x, データ列y, color='lightcoral')
棒グラフをディムグレー色で描画する	plt.bar(データ列x, データ列y, color='dimgray')
横棒グラフをリネン色で描画する	plt.barh(データ列x, データ列y, color='linen')
コロンで文字列を分割して、文字列リストに変換する	s.split(':')
黒い菱形マーカーで散布図を描く	plt.plot(データ列x, データ列y, marker='D', c='k')
棒グラフの色をライトスカイブルーにする	plt.bar(データ列x, データ列y, color='lightskyblue')
箱髭図を描画して、平均を追加する	plt.boxplot(データ列, showmeans=True)
イテラブルを関数でフィルタする	map(func, iterable)
データフレームから一つの列を抽出する	df[['列A']]
データフレームを異なる列をキーとして左ジョインする	pd.merge(df, df2, left_on='列A', right_on='列B', how='left')
配列の調和平均を算出する	scipy.stats.hmean(配列)
データフレームのある列の標準偏差	df['列A'].std()
散布図に星印を使う	plt.scatter(データ列x, データ列y, marker='*')
文字列の右端から空白を取り除く	s.rstrip(' ')
文字列の先頭で正規表現にマッチするか確認する	re.match(pattern, s)
データフレームをCSVファイルから読む	pd.read_csv('file.csv', sep=',')
配列を等量でビン数nとしてビン分割する	pd.qcut(aArray, n)
option: 色を耐火レンガに設定する	color = 'firebrick'
要素が双方向キューの中に存在する	element in deq
散布図をダークスレートブルー色として描画する	plt.scatter(データ列x, データ列y, color='darkslateblue')
リストを展開してプリントする	print(*aList)
option: グラフの色をゴールドに設定する	color = 'gold'
横棒プロットの色をrgbに変更する	plt.barh(ラベル列, データ列, color=rgb)
配列の最頻値を使う	mode, count = scipy.stats.mode(配列)
バツマーカーを散布図に用いる	plt.plot(データ列x, データ列y, marker='x')
散布図に黒い右三角マーカーを使う	plt.plot(データ列x, データ列y, marker='>', c='k')
黒いバツマーカーで散布図を描画する	plt.plot(データ列x, データ列y, marker='x', c='k')
nがn2以上	n >= n2
アンティークホワイト色の線グラフを描画する	plt.plot(データ列x, データ列y, color='antiquewhite')
データフレームの列名を列挙する	df.columns
前もって大文字・小文字を無視してパターンをコンパイルする	re.compile(pattern, flag=re.IGNORECASE)
折れ線グラフをシアン色として描画する	plt.plot(データ列x, データ列y, color='cyan')
nがn2よりも大きいか調べる	n > n2
折れ線グラフの色を珊瑚に設定する	plt.plot(データ列x, データ列y, color='coral')
ヒストグラムをオールドレース色として描画する	plt.hist(データ列, color='oldlace')
折れ線グラフの色をスノーに設定する	plt.plot(データ列x, データ列y, color='snow')
配列のピアソンの相関係数	scipy.stats.pearsonr(配列, 配列2)
散布図の左三角マーカーを黒色にする	plt.scatter(データ列x, データ列y, marker='<', markerfacecolor='k')
整数nを符号付きで長さn2のバイト列に変換する	n.to_bytes(length=bytesize, byteorder='big', signed=True)
リストと配列についての散布図に上三角マーカーを描く	plt.plot(データ列x, データ列y, marker='^')
パウダーブルー色を用いてヒストグラムを描画する	plt.hist(データ列, color='powderblue')
データフレームの散布図をグループ化して縦横に並べる	sns.relplot(data=df, x='列名', y='列名', hue='カテゴリ列', col='カテゴリ列', row='カテゴリ列')
データフレームから散布図を作り、線形回帰を加える	sns.regplot(data=df, x='列名', y='列名')
データシリーズの未入力値を前の行の値に設定する	ds.fillna(method='ffill')
非数値データ列を連番にする	sklearn.preprocessing.LabelEncoder().fit_transform(データ列)
追加できるように文字コードtextとしてファイルを開く]	open(filepath, mode='a', encoding=text)
データシリーズの欠損値を直後の値に設定する	ds.fillna(method='bfill')
データフレームをある列のカテゴリによって集約する	df.groupby('列A')
配列の偏差値を算出する	50 + 10 * scipy.stats.zscore(配列)
クラス分類の予測精度をヒートマップで確認する	sns.heatmap(confusion_matrix(正解データ列, 予測データ列), annot=True, cmap='Reds')
配列とリストについての散布図にrgbの大バツマーカーをプロットする	plt.plot(データ列x, データ列y, marker='X', c=rgb)
マッピングのエントリ数	len(aDict)
リストと配列の散布図に赤い三角マーカーをプロットする	plt.plot(データ列x, データ列y, marker='^', c='r')
データフレームの指定したカラムの文字列を欠損値に変換する	df['列A'].replace(値, np.nan)
option: 印をダイアモンドに変更する	marker = 'D'
円グラフの割合を表示する	plt.pie(データ列, startangle=90, autopct='%.2f%%')
リストを縦軸リストをx軸として大きさnの散布図を描画する	plt.scatter(データ列x, データ列y, s=n)
データフレームを10の位で四捨五入する	df.round(-1)
散布図の色をダークグリーンにする	plt.scatter(データ列x, データ列y, color='darkgreen')
option: 貝殻を使う	color = 'seashell'
アクア色の線グラフを描画する	plt.plot(データ列x, データ列y, color='aqua')
option: マーカーの色をピーチパフにする	markerfacecolor = 'peachpuff'
列を累積する	itertools.accumulate(iterable, operator.mul)
データフレームの指定したカラムの中に文字列と文字列がいくつあるかカウントする	df['列A'].isin([value, value2]).sum()
ミディアムスプリンググリーン色の折れ線グラフを描画する	plt.plot(データ列x, データ列y, color='mediumspringgreen')
縦棒グラフをミディアムアクアマリン色として描画する	plt.bar(データ列x, データ列y, color='mediumaquamarine')
折れ線グラフをライトスレイグレー色を用いて描画する	plt.plot(データ列x, データ列y, color='lightslategray')
option: フォントの色をオレンジレッドに設定する	color = 'orangered'
グラフの描画で色差別なく色テーマを使用する	sns.set(pallete='colorblind')
散布図に黒いバツマーカーを描画する	plt.scatter(データ列x, データ列y, marker='x', markerfacecolor='k')
nとn2の商を求める	n / n2
ライトサーモン色として横棒グラフを描画する	plt.barh(データ列x, データ列y, color='lightsalmon')
棒グラフをスレートブルー色で描画する	plt.bar(データ列x, データ列y, color='slateblue')
グループ化してデータフレームの散布図を横に並べる	sns.relplot(data=df, x='列名', y='列名', hue='カテゴリ列', col='カテゴリ列')
option: グラフの色を白に設定する	color = 'white'
黒い▲マーカーで散布図を描画する	plt.plot(データ列x, データ列y, marker='^', c='k')
option: 色をライトグレーに設定する	color = 'lightgray'
ふたつの列でグループ化し最小値を求める	df.groupby(['列A', '列B'], as_index=False).min()
カテゴリで色分けして、データフレームを回帰直線付き散布図にする	sns.regplot(x='列名', y='列名', hue='カテゴリ列', data=df)
ヒストグラムをオリーブ色で描画する	plt.hist(データ列, color='olive')
複数のカラムからグループ化し標準偏差を求める	df.groupby(['列A', '列B'], as_index=False).std()
切片なしの回帰分析の準備をする	model = sklearn.linear_model.LinearRegression(fit_intercept=False)
データフレームから重複を残さず重複をドロップする	df.drop_duplicates(keep=False)
ファイルからn文字読む	f.read(n)
日付時刻データが木曜日かどうか	aDatetime.weekday() == 3
ひとつでもアスキー文字が文字列内に含まれるかどうか調べる	any(c.isascii() for c in s)
option: マーカーの色を青にする	markerfacecolor = 'blue'
散布図のバツマーカーの色を指定する	plt.scatter(データ列x, データ列y, marker='x', markerfacecolor='#800080')
データフレームの選択した列を100の位で丸める	df[['列A', '列B']].round(-2)
大量のデータが正規分布に従うか調べる	scipy.stats.kstest(df['列A'], 'norm')
棒グラフの色をゴールドにする	plt.bar(データ列x, データ列y, color='gold')
棒グラフの色をライトイエローにする	plt.bar(データ列x, データ列y, color='lightyellow')
マップに項目名が存在しているか確認する	key not in aDict
線グラフをアクア色を用いて描画する	plt.plot(データ列x, データ列y, color='aqua')
option: 色をミディアムオーキッドに設定する	color = 'mediumorchid'
ダークカーキ色の棒グラフを描画する	plt.bar(データ列x, データ列y, color='darkkhaki')
重回帰モデルを学習する	model.fit(説明変数, 目的変数)
シエナ色の線グラフを描画する	plt.plot(データ列x, データ列y, color='sienna')
赤い星マーカーを散布図に用いる	plt.plot(データ列x, データ列y, marker='*', c='r')
option: サドルブラウンにグラフの色を変更する	color = 'saddlebrown'
文字列の中のパターンによるすべてのマッチを使う	re.findall(pattern, s)
option: ナバホホワイト色を用いる	color = 'navajowhite'
フローラルホワイトにヒストグラムの色を設定する	plt.hist(データ列, color='floralwhite')
ダークオレンジ色のヒストグラムを描画する	plt.hist(データ列, color='darkorange')
黒いポイントマーカーを散布図に描画する	plt.scatter(データ列x, データ列y, marker='.', markerfacecolor='k')
横棒グラフをコーンズシルク色として描画する	plt.barh(データ列x, データ列y, color='cornsilk')
キューの上限を使う	deq.maxlen
濃いシアン色で折れ線グラフを描画する	plt.plot(データ列x, データ列y, color='darkcyan')
データフレームの指定したカラムのNaNを最頻値に設定する	df['列A'].fillna(df['列A'].mode().iloc[0])
データシリーズは何分か見る	ds.dt.minute
データフレームの指定したカラムの中に文字列と文字列がある	df['列A'].isin([value, value2])
真紅色の横棒グラフを描画する	plt.barh(データ列x, データ列y, color='crimson')
集合を空集合にする	aSet.clear()
ヒストグラムをミディアムターコイズ色で描画する	plt.hist(データ列, color='mediumturquoise')
折れ線グラフをグリーンイエロー色で描画する	plt.plot(データ列x, データ列y, color='greenyellow')
全要素を０で初期化した整数型の行列を作る	np.zeros(行数, 列数, dtype=np.int)
集合が空集合かテストする	len(aSet) == 0
nとn2の排他的論理和	n ^ n2
ペルーにヒストグラムの色を変更する	plt.hist(データ列, color='peru')
トマト色の縦棒グラフを描画する	plt.bar(データ列x, データ列y, color='tomato')
タプルの値として要素が含まれているかどうか調べる	element in aDict.values()
分割数nとしてデータ列をビニングする	pd.cut(ds, n)
要素が集合のメンバーでないかどうか	element not in aSet
オーキッド色の散布図を描画する	plt.scatter(データ列x, データ列y, color='orchid')
セットを変更不能な集合にする	frozenset(aSet)
空の組	()
プラム色としてヒストグラムを描画する	plt.hist(データ列, color='plum')
ふたつの関係が部分集合か確認する	aSet.issubset(aSet2)
折れ線グラフの色をゲインズボロにする	plt.plot(データ列x, データ列y, color='gainsboro')
option: フォントの色をアリスブルーに設定する	color = 'aliceblue'
エクセルファイルファイルをSJISで読み込む	pd.read_csv('file.csv', encoding='shift_jis')
グレー色のヒストグラムを描画する	plt.hist(データ列, color='grey')
小数点数の双曲線正弦を求める	math.sinh(x)
リネン色のヒストグラムを描画する	plt.hist(データ列, color='linen')
データフレームの欠損値を後の値で補う	df.fillna(method='bfill')
データ列のノルムを揃える	"sklearn.preprocessing.Normalizer(norm=""l2"").fit_transform(データ列)"
option: エンコーディングをEUCに設定する	encoding = 'euc_jp'
横棒グラフをインディゴ色を用いて描画する	plt.barh(データ列x, データ列y, color='indigo')
折れ線グラフのラインスタイルを実線に設定する	plt.plot(データ列x, データ列y, linestyle='solid')
折れ線グラフをスノー色で描画する	plt.plot(データ列x, データ列y, color='snow')
折れ線グラフの色をダークオリーブグリーンに設定する	plt.plot(データ列x, データ列y, color='darkolivegreen')
行列の合計値	np.sum(aArray)
リストと数列についての散布図にダイアモンドマーカーを描画する	plt.plot(データ列x, データ列y, marker='D')
文字列内にひとつでもアスキー文字が含まれるか調べる	any(c.isascii() for c in s)
グラフのカラーパレットを指定する	sns.set(pallete=パレット名)
ダークバイオレット色としてヒストグラムを描画する	plt.hist(データ列, color='darkviolet')
option: 欠損値も無視しない	dropna = True
折れ線グラフを点線に設定する	plt.plot(データ列x, データ列y, linestyle='dotted')
辞書のキーに対応した値	aDict.get(key)
今日が日曜日かどうか	datetime.datetime.today().weekday() == 6
まとめてデータフレームの列の名前を文字列置換する	df.columns = [str(x).replace(s, s2) for x in df.columns]
インディアンレッド色として線グラフを描画する	plt.plot(データ列x, データ列y, color='indianred')
折れ線グラフの丸マーカーの色を変える	plt.plot(データ列x, データ列y, marker='o', markerfacecolor='#800080')
option: グラフの色をチョコレートに指定する	color = 'chocolate'
データフレームをある列の値でグループ化して、それぞれのグループ毎の件数を知る	df.groupby('列A').size()
青色の散布図を描画する	plt.scatter(データ列x, データ列y, color='blue')
リストとリストについての散布図に黒い左三角マーカーを描画する	plt.plot(データ列x, データ列y, marker='<', c='k')
横棒グラフの色をアリスブルーにする	plt.barh(データ列x, データ列y, color='aliceblue')
現在の再帰の上限	sys.getrecursionlimit()
option: モカシン色を使う	color = 'moccasin'
ふたつの列からグループ化し、合計を求める	df.groupby(['列A', '列B'], as_index=False).sum()
ゴーストホワイト色の棒グラフを描画する	plt.bar(データ列x, データ列y, color='ghostwhite')
線グラフの色をパウダーブルーに指定する	plt.plot(データ列x, データ列y, color='powderblue')
紺色で折れ線グラフを描画する	plt.plot(データ列x, データ列y, color='darkblue')
グラフを全般的に明るくする	sns.set(pallete='bright')
大量のデータが正規分布か仮説検定する	scipy.stats.kstest(df['列A'], 'norm')
option: 配列のデータ型を指定する	dtype = np.uint8
赤いバツマーカーを配列とデータ列についての散布図にプロットする	plt.plot(データ列x, データ列y, marker='x', c='r')
データフレームから指定した２つのカラムを抽出する	df[['列A', '列B']]
ライトスチールブルー色の縦棒グラフを描画する	plt.bar(データ列x, データ列y, color='lightsteelblue')
データフレームの列の各データ値の出現回数	df[col].value_counts()
イテラブルにイテラブルを続ける	itertools.chain(iterable, iterable2)
ホワイト色の散布図を描画する	plt.scatter(データ列x, データ列y, color='white')
データフレームを整列する	df.sort_values('キーとなる列')
データフレームの列を型に変換する	df[col] = df[col].astype(ty)
数式の積分を求める	sympy.integrate(e)
option: グラフの色を紺に設定する	color = 'darkblue'
線グラフをビスク色を使って描画する	plt.plot(データ列x, データ列y, color='bisque')
整数nを符号付きで長さn2のバイナリに変換する	n.to_bytes(length=bytesize, byteorder='big', signed=True)
文字列の末尾からタブを除く	s.rstrip('\t')
グラフの色を暗くする	sns.set(pallete='dark')
数式を変数についてn階微分する	sympy.diff(e, z, n)
浮動小数点数の最小値を求める	sys.float_info.min
データフレームを未入力値を含めてある列の値でグループ化する	df.groupby('列A', dropna=False)
赤いバツマーカーを散布図に用いる	plt.plot(データ列x, データ列y, marker='x', c='r')
データフレームの選択したカラムの中央値	df[['列A', '列B']].median()
無限にnからカウントアップする	itertools.count(start=n)
クラス分類をロバスト推定として行う	model = sklearn.linear_model.RANSACClassifier(random_state=0)
option: 改行の代わりに文字列を用いる	end = s
棒グラフをディムグレー色を用いて描画する	plt.bar(データ列x, データ列y, color='dimgray')
シアン色の線グラフを描画する	plt.plot(データ列x, データ列y, color='cyan')
ライトグリーン色を用いて線グラフを描画する	plt.plot(データ列x, データ列y, color='lightgreen')
ライトグリーン色のヒストグラムを描画する	plt.hist(データ列, color='lightgreen')
あるカラムを除く	df.drop('列A', axis=1, inplace=True)
ダークマゼンタ色のヒストグラムを描画する	plt.hist(データ列, color='darkmagenta')
数列とリストの散布図を描画して、マーカーをダイアモンドに設定する	plt.plot(データ列x, データ列y, marker='D')
文字列の先頭は部分文字列か調べる	s.startswith(sub)
データフレームの棒プロットを各カテゴリごとに縦横に並べる	sns.catplot(kind='bar', y='列名', col='カテゴリ名', row='カテゴリ名', data=df)
本日が月曜日かどうか判定する	datetime.datetime.today().weekday() == 0
タプルをひとつ置きに取り出す	aTuple[::2]
イテラブルから集合	set(iterable)
option: バツマーカーを使用する	marker = 'x'
円グラフを時計回りに描く	plt.pie(データ列, startangle=90, counterclock=False)
散布図をパールゴールデンロッド色として描画する	plt.scatter(データ列x, データ列y, color='palegoldenrod')
データシリーズの欠損値を最大値に設定する	ds.fillna(ds.max())
縦軸の目盛の表示値を変更する	plt.yticks(目盛りの値リスト)
縦棒グラフをパウダーブルー色で描画する	plt.bar(データ列x, データ列y, color='powderblue')
縦棒グラフの色をダークグリーンにする	plt.bar(データ列x, データ列y, color='darkgreen')
ダークスレートブルー色で縦棒グラフを描画する	plt.bar(データ列x, データ列y, color='darkslateblue')
データフレーム全体をインデックスによって降順でソートする	df.sort_index(ascending=False)
ダークシアグリーン色の棒グラフを描画する	plt.bar(データ列x, データ列y, color='darkseagreen')
タプルをn回、連結する	aTuple * n
ガンマ関数の絶対値に自然対数をとった値を求める	math.lgamma(x)
グラフを用いる準備をする	import matplotlib.pyplot as plt
オールドレースにヒストグラムの色を設定する	plt.hist(データ列, color='oldlace')
二次元リストの転置行列	[list(x) for x in list(zip(*aList))]
option: マーカーの色をネイビーにする	markerfacecolor = 'navy'
縦棒グラフをダークサーモン色で描画する	plt.bar(データ列x, データ列y, color='darksalmon')
データシリーズを丸める	ds.round()
折れ線グラフの星印を赤色にする	plt.plot(データ列x, データ列y, marker='*', markerfacecolor='r')
ヒストグラムをミディアムスプリンググリーン色を用いて描画する	plt.hist(データ列, color='mediumspringgreen')
データ列の散らばりを可視化する	plt.scatter(データ列x, データ列y)
決定木の重要度を可視化する	plt.barh(X.columns, model.feature_importances_)
option: マーカーの色を茶色にする	markerfacecolor = 'brown'
分子n、分母mの有理数を生成する	fractions.Fraction(numerator=n, denominator=m)
入力から二つの自然数を読む	A, B = map(int, input().split())
グラフの中のy軸にラベルをつける	plt.ylabel('y軸ラベル')
リストを縦軸、リストを横軸として、大きさnの散布図を描画する	plt.scatter(データ列x, データ列y, s=n)
x座標の目盛を対数に変更する	plt.xscale('log')
n進数の文字列をバイト列に変換する	int(s, n).to_bytes(length=bytesize, byteorder='big')
データフレームのあるカラムを十の位で丸めて、整数型にする	df['列A'].round(-1).astype(int)
formatパターンの文字列を日付時刻に変換する	datetime.datetime.strptime(日付の書かれた文字列, format)
オブジェクトのメモリビューを使う	memoryview(obj)
データフレームのあるカラムは何年か見る	df['列A'].dt.year
勾配ブースティング分類木を作る	model = sklearn.ensemble.GradientBoostingClassifier()
option: ミントクリームにフォントの色を変更する	color = 'mintcream'
線形回帰モデルから目的変数を予測する	y_pred = model.predict(説明変数)
平均線付きボックスチャートを描画する	plt.boxplot(データ列, meanline=True)
ラベンダー色で散布図を描画する	plt.scatter(データ列x, データ列y, color='lavender')
区間数を設定して度数分布図を描画する	plt.hist(データ列, bins=区関数)
コロンで文字列を区切って、列挙する	s.split(':')
実数の逆双曲線正弦	math.asinh(x)
ヒストグラムをシルバー色を用いて描画する	plt.hist(データ列, color='silver')
グレー色の横棒グラフを描画する	plt.barh(データ列x, データ列y, color='grey')
色テーマを濃くする	sns.set(pallete='deep')
横棒グラフをダーク・スラテグレー色で描画する	plt.barh(データ列x, データ列y, color='darkslategrey')
xを整数に変換する	int(x)
